id,old_region,new_region,tier,live_region_id,state,suburb,lat,lng,address,region_computed_id,region_override_id
81b5b359-3bad-41d3-bd58-a44e794fd507,"1 Badgery Cres","Blue Mountains",1,724bc280-a097-4808-a4c1-76085458c0e0,"NSW",,-33.717706,150.431102,"1 Badgery Crescent, Lawson NSW 2783",724bc280-a097-4808-a4c1-76085458c0e0,
cf2023af-49e3-4a30-ae3e-3f13ff0eb9c9,"13-17 Brightlands Ave","Blue Mountains",1,724bc280-a097-4808-a4c1-76085458c0e0,"NSW",,-33.649353,150.287239,"13-17 Brightlands Ave, Blackheath NSW",724bc280-a097-4808-a4c1-76085458c0e0,
aa2d68a6-060c-4549-98c0-4823afd9c44c,"17b Tusculum Rd","Blue Mountains",1,724bc280-a097-4808-a4c1-76085458c0e0,"NSW",,-33.702691,150.580782,"17b Tusculum Road, Valley Heights NSW",724bc280-a097-4808-a4c1-76085458c0e0,
3d66f3f0-9b5c-41ee-a64b-27c486873473,"186 Chapman Parade","Blue Mountains",1,724bc280-a097-4808-a4c1-76085458c0e0,"NSW",,-33.677849,150.564681,"186 Chapman Parade, Blue Mountains NSW",724bc280-a097-4808-a4c1-76085458c0e0,
18a0b97f-6110-4b04-baab-298cb3bb16cc,"19 Station St","Blue Mountains",1,724bc280-a097-4808-a4c1-76085458c0e0,"NSW",,-33.589483,150.256596,"19 Station Street, Mount Victoria NSW",724bc280-a097-4808-a4c1-76085458c0e0,
0623600e-b905-49a9-9297-c1d83f34dc04,"194 Great Western Hwy","Blue Mountains",1,724bc280-a097-4808-a4c1-76085458c0e0,"NSW",,-33.640239,150.284789,"194 Great Western Highway, Blackheath NSW 2785",724bc280-a097-4808-a4c1-76085458c0e0,
00b3d744-b2c3-4299-83f9-ce14978dfc27,"2 Closeburn Dr","Blue Mountains",1,724bc280-a097-4808-a4c1-76085458c0e0,"NSW",,-33.579469,150.245603,"2 Closeburn Drive, Mount Victoria NSW",724bc280-a097-4808-a4c1-76085458c0e0,
b1362bcd-8b75-43cb-a390-7465216a33bf,"46 Portland Rd","Blue Mountains",1,724bc280-a097-4808-a4c1-76085458c0e0,"NSW",,-33.677327,150.286235,"46 Portland Road, Medlow Bath NSW 2780, Medlow Bath NSW 2780",724bc280-a097-4808-a4c1-76085458c0e0,
4a6281a5-19ea-4ab9-b2c6-cb974f69948d,"88 Fletcher St","Blue Mountains",1,724bc280-a097-4808-a4c1-76085458c0e0,"NSW",,-33.720532,150.363764,"88 Fletcher Street, Wentworth Falls NSW",724bc280-a097-4808-a4c1-76085458c0e0,
72e0dc72-a8f3-416b-a011-ee4f7da5203d,"Katoomba, NSW","Blue Mountains",1,724bc280-a097-4808-a4c1-76085458c0e0,"NSW",,-33.720801,150.310258,,724bc280-a097-4808-a4c1-76085458c0e0,
aa01c5f5-6d0e-4705-8708-6d9d8b65a10f,"439 Federal drive, Federal","Byron Bay",1,d5d8e24f-78cf-4c8a-9266-94f140f3d8c2,"NSW",,-28.652483,153.455658,"439 Federal Drive, Federal NSW",d5d8e24f-78cf-4c8a-9266-94f140f3d8c2,
052ccea9-6bc9-4b74-9dcd-4c8f29db2366,"698 Left Bank Rd","Byron Bay",1,d5d8e24f-78cf-4c8a-9266-94f140f3d8c2,"NSW",,-28.549444,153.431605,"698 Left Bank Rd, Mullumbimby NSW",d5d8e24f-78cf-4c8a-9266-94f140f3d8c2,
60efe547-729f-4a14-9f25-745d5f588292,"Byron Bay, NSW","Byron Bay",1,d5d8e24f-78cf-4c8a-9266-94f140f3d8c2,"NSW",,-28.642212,153.61235,,d5d8e24f-78cf-4c8a-9266-94f140f3d8c2,
eb94d7cb-9afa-4db2-96dd-835388ace3df,"Byron Shire, NSW","Byron Bay",1,d5d8e24f-78cf-4c8a-9266-94f140f3d8c2,"NSW",,-28.644038,153.614198,,d5d8e24f-78cf-4c8a-9266-94f140f3d8c2,
88f43f2d-7222-4d0f-8616-3b6a523e25d2,"1692 Murrumbateman Road, Gundaroo","Canberra Wine District",1,eff3856a-a6da-4879-b06b-4ec9972877bf,"NSW",,-35.050156,149.17081,"1692 Murrumbateman Road, Gundaroo NSW 2620",eff3856a-a6da-4879-b06b-4ec9972877bf,
fad13ff4-7634-4512-9819-6d109b90cd2f,"196 Brooklands Road, Wallaroo, NSW,","Canberra Wine District",1,eff3856a-a6da-4879-b06b-4ec9972877bf,"NSW",,-35.150485,148.982039,"196 Brooklands Road, Wallaroo, Wallaroo NSW",eff3856a-a6da-4879-b06b-4ec9972877bf,
36a7275f-aba3-4c80-bdb3-35414a0b07b6,"92 Meehan St","Canberra Wine District",1,eff3856a-a6da-4879-b06b-4ec9972877bf,"NSW",,-34.84285,148.910852,"92 Meehan St",eff3856a-a6da-4879-b06b-4ec9972877bf,
801e4bcc-dede-4708-bc2b-e324068f81e4,"1 Darkinjung Rd","Central Coast",1,100cdfe1-139d-40a4-be2f-d9f4d518db86,"NSW",,-33.428031,151.219616,"1 Darkinjung Rd, NSW",100cdfe1-139d-40a4-be2f-d9f4d518db86,
1c74fbfd-33d7-4f1a-bce7-8901a38f736c,"36 Webb St","Central Coast",1,100cdfe1-139d-40a4-be2f-d9f4d518db86,"NSW",,-33.439878,151.351621,"36 Webb Street East, Gosford NSW",100cdfe1-139d-40a4-be2f-d9f4d518db86,
8758be2d-e10b-4581-bb68-14ad5d464a2c,"8 Russell Drysdale Street, ​East Gosford","Central Coast",1,100cdfe1-139d-40a4-be2f-d9f4d518db86,"NSW",,-33.438448,151.349353,"8 Russell Drysdale Street, East Gosford, East Gosford NSW",100cdfe1-139d-40a4-be2f-d9f4d518db86,
0908ab4c-21bd-4716-81fb-1ec411c2e95f,"116 Old Pacific Hwy","Coffs Coast",1,e9c5622f-72be-4f6a-b60e-2f51824db567,"NSW",,-30.464361,153.004704,"116 Old Pacific Highway, Raleigh NSW 2454",e9c5622f-72be-4f6a-b60e-2f51824db567,
14690d54-5a4f-4b94-bcaf-1acb6cdfe665,"235 The Mountain Way","Coffs Coast",1,e9c5622f-72be-4f6a-b60e-2f51824db567,"NSW",,-30.229838,153.136636,"235 The Mountain Way, Sapphire Beach NSW 2450",e9c5622f-72be-4f6a-b60e-2f51824db567,
0b612920-0258-4394-bba8-00e983667a9a,"1260 Broke Rd","Hunter Valley",1,dbeebdbb-4238-4a82-b4d6-00323a0f0c44,"NSW",,-32.732789,151.094188,"1260 Broke Road, Broke NSW 2330",dbeebdbb-4238-4a82-b4d6-00323a0f0c44,
594ba9ce-a2e3-4671-8efd-73cf95387ba4,"5/65 John Street Singleton NSW","Hunter Valley",1,dbeebdbb-4238-4a82-b4d6-00323a0f0c44,"NSW",,-32.567322,151.165792,"5/65 John Street, Singleton NSW 2330",,
934336cc-5897-4efd-af4f-d3522fb16c5a,"659 Hermitage Rd","Hunter Valley",1,dbeebdbb-4238-4a82-b4d6-00323a0f0c44,"NSW",,-32.706532,151.261795,"659 Hermitage Road, Pokolbin NSW 2320",dbeebdbb-4238-4a82-b4d6-00323a0f0c44,
d7a8c5e9-581f-4f7e-aa40-3512f8c117e4,"1257 Windeyer Rd","Mudgee",1,7537a040-b426-4e3c-8d27-de9c8315810c,"NSW",,-32.748132,149.544112,"1257 Windeyer Rd",7537a040-b426-4e3c-8d27-de9c8315810c,
39009df0-cae7-4d27-877f-2af54302b654,"15 Borambil Road Quirindi, New South Wales","New England North West",1,f33b21bc-4d11-496d-b1ee-2b802016f018,"NSW",,-31.513433,150.654105,"15 Borambil Road, Quirindi NSW 2343",f33b21bc-4d11-496d-b1ee-2b802016f018,
49e87bc6-397d-47bf-86f5-8cd4083f8f58,"Fossickers Way, Warialda Rail","New England North West",1,f33b21bc-4d11-496d-b1ee-2b802016f018,"NSW",,-29.566223,150.540863,"Fossickers Way, Warialda Rail, Warialda NSW",f33b21bc-4d11-496d-b1ee-2b802016f018,
a437b1c7-d193-46a6-8dd1-fbcfa429c70e,"3 Elizabeth St, Tighes Hill, NSW","Newcastle",1,df8f4bc1-f752-43eb-9f3a-5ade9347ab9a,"NSW",,-32.9076,151.748753,"3 Elizabeth Street, Tighes Hill NSW",df8f4bc1-f752-43eb-9f3a-5ade9347ab9a,
dd0194f2-429c-4899-b9fc-c159a5e9ed2f,"10 Junction St","Northern Rivers",1,996a8c7c-e2ad-4ccf-aed3-bf74a0687ebb,"NSW",,-28.81557,153.27234,"10 Junction Street",996a8c7c-e2ad-4ccf-aed3-bf74a0687ebb,
c098bee0-c215-4bac-abbb-3008142bdd42,"15 Kirkland Court","Northern Rivers",1,996a8c7c-e2ad-4ccf-aed3-bf74a0687ebb,"NSW",,-29.115826,153.432781,"15 Kirkland Court, Evans Head, Evans Head NSW",996a8c7c-e2ad-4ccf-aed3-bf74a0687ebb,
935fb6ec-4303-4c05-9f42-e89eab876edd,"19/21 Broadway","Northern Rivers",1,996a8c7c-e2ad-4ccf-aed3-bf74a0687ebb,"NSW",,-28.434605,153.471246,"19-21 Broadway, Burringbar NSW 2483",996a8c7c-e2ad-4ccf-aed3-bf74a0687ebb,
f1b6292a-fba6-44f6-b6df-4c803c069687,"274 Mount Burrell Rd","Northern Rivers",1,996a8c7c-e2ad-4ccf-aed3-bf74a0687ebb,"NSW",,-28.506338,153.209375,"274 Mount Burrell Road, Mount Burrell NSW 2484",996a8c7c-e2ad-4ccf-aed3-bf74a0687ebb,
90a5e02a-967b-43e7-88c8-c81f050bb73f,"38 Killen Falls Dr","Northern Rivers",1,996a8c7c-e2ad-4ccf-aed3-bf74a0687ebb,"NSW",,-28.770144,153.52284,"38 Killen Falls Drive, Tintenbar NSW 2478",996a8c7c-e2ad-4ccf-aed3-bf74a0687ebb,
0078fe3a-8a19-4d50-b110-1b108d4138b6,"46 Red Ln","Northern Rivers",1,996a8c7c-e2ad-4ccf-aed3-bf74a0687ebb,"NSW",,-28.868947,153.417721,"46 Red Lane, Rous, Rous NSW",996a8c7c-e2ad-4ccf-aed3-bf74a0687ebb,
4641d44d-229e-46fe-a817-96167716aca6,"Hunter Valley, NSW","Northern Rivers",1,996a8c7c-e2ad-4ccf-aed3-bf74a0687ebb,"NSW",,-28.857035,153.568447,,996a8c7c-e2ad-4ccf-aed3-bf74a0687ebb,
010e692f-20f6-4df2-a50e-573c8407b698,"30 Hilton Lane","Orange",1,ada12443-7cd7-432d-9bb5-37a735e47cfc,"NSW",,-33.687969,149.142664,"30 Hilton Lane, Mandurama NSW",ada12443-7cd7-432d-9bb5-37a735e47cfc,
38304084-98a6-4036-bf59-e0a6b6c43767,"2001 Toms Creek Rd","Port Macquarie & Hastings",1,924c9535-5a67-448f-878a-4beb3bae1811,"NSW",,-31.564864,152.411595,"2001 Toms Creek Rd, Toms Creek NSW",924c9535-5a67-448f-878a-4beb3bae1811,
1d366b1f-8563-413b-a49a-8b7c677dcefa,"1218 Nangus Road, Gundagai","Riverina",1,c7a751d3-ef4c-43fc-9660-c5dfbb43178b,"NSW",,-35.04923,148.008287,"1218 Nangus Road, Gundagai, Gundagai NSW 2026",c7a751d3-ef4c-43fc-9660-c5dfbb43178b,
7756829c-4397-463f-ad30-b4bec98aa2e1,"4388 Batlow Rd","Snowy Mountains",1,2b70aaca-98ae-4568-90de-c082f1fb0478,"NSW",,-35.464705,148.147737,"4388 Batlow Rd",2b70aaca-98ae-4568-90de-c082f1fb0478,
b159ec2a-2314-4a29-8911-d743f6bb2a2d,"5661 Kosciuszko Rd","Snowy Mountains",1,2b70aaca-98ae-4568-90de-c082f1fb0478,"NSW",,-36.415788,148.643618,"5661 Kosciuszko Rd",2b70aaca-98ae-4568-90de-c082f1fb0478,
1f8d1534-7739-47c3-a163-a25cc7ef1866,"770 Werralong Rd","Snowy Mountains",1,2b70aaca-98ae-4568-90de-c082f1fb0478,"NSW",,-36.460242,148.729489,"770 Werralong Rd",2b70aaca-98ae-4568-90de-c082f1fb0478,
108449a2-2fa4-4bfb-af5a-64794d3622e7,"127 Jerrara Rd","South Coast NSW",1,a7ab385a-f3b1-4f4a-8119-a45963b58a7f,"NSW",,-34.670063,150.821196,"127 Jerrara Road, Kiama NSW",a7ab385a-f3b1-4f4a-8119-a45963b58a7f,
bfedaca5-bda2-494c-b2f2-61089cef9f1e,"185 Wallaby Hill Rd","South Coast NSW",1,a7ab385a-f3b1-4f4a-8119-a45963b58a7f,"NSW",,-34.669767,150.770608,"185 Wallaby Hill Road",a7ab385a-f3b1-4f4a-8119-a45963b58a7f,
af8b7de1-6642-4b6a-96d4-6e7ff2d61983,"256 Saddleback Mountain Rd","South Coast NSW",1,a7ab385a-f3b1-4f4a-8119-a45963b58a7f,"NSW",,-34.686947,150.820936,"256 Saddleback Mountain Rd",a7ab385a-f3b1-4f4a-8119-a45963b58a7f,
2573e47d-bc03-4246-885e-c4f809a7a0e4,"Kiama, NSW","South Coast NSW",1,a7ab385a-f3b1-4f4a-8119-a45963b58a7f,"NSW",,-34.670546,150.85246,"6 Akuna Street, Kiama, Kiama NSW",a7ab385a-f3b1-4f4a-8119-a45963b58a7f,
c82273da-45b0-4563-a184-7b6ca74e209a,"Unit 3, 51 Rowlins Road GERRINGONG","South Coast NSW",1,a7ab385a-f3b1-4f4a-8119-a45963b58a7f,"NSW",,-34.74221,150.820702,"Unit 3, 51 Rowlins Road, Gerringong NSW",a7ab385a-f3b1-4f4a-8119-a45963b58a7f,
b21fefc5-2ad7-48b6-98cf-e7c6337875b0,"1480 Wombeyan Caves Rd High Range Nr","Southern Highlands",1,116d47dc-29e3-45b8-81af-b13d676ebf9c,"NSW",,-34.360155,150.294847,"1480 Wombeyan Caves Rd High Range Nr, High Range NSW",116d47dc-29e3-45b8-81af-b13d676ebf9c,
09bb2a22-6cd6-49c1-a8d8-862a529e5cbc,"7 Oldbury St","Southern Highlands",1,116d47dc-29e3-45b8-81af-b13d676ebf9c,"NSW",,-34.493806,150.332989,"7 Oldbury Street, Berrima, NSW, 2577, Berrima NSW 2577",116d47dc-29e3-45b8-81af-b13d676ebf9c,
4c095ec4-3611-465c-be95-7742e0fb28db,"96 Osborn Ave  Bundanoon NSW","Southern Highlands",1,116d47dc-29e3-45b8-81af-b13d676ebf9c,"NSW",,-34.657642,150.303485,"96 Osborn Ave, Bundanoon NSW",116d47dc-29e3-45b8-81af-b13d676ebf9c,
1860acf8-d9b8-4838-a1d2-02f9d6148fd8,"1 Mrs Macquaries Rd","Sydney",1,926b0253-8c9a-4734-bc1a-57156fad7006,"NSW",,-33.86658,151.218022,"1 Mrs Macquaries Rd",926b0253-8c9a-4734-bc1a-57156fad7006,
02e1f59a-31d9-4740-a0ee-5560ddb3ce85,"10 Blacks Road, Arcadia","Sydney",1,926b0253-8c9a-4734-bc1a-57156fad7006,"NSW",,-33.631517,151.043772,"10 Blacks Road, Arcadia NSW",926b0253-8c9a-4734-bc1a-57156fad7006,
c5e1b90e-47da-431c-92d5-1b831117a74b,"10 Edwin St, Mortlake NSW","Sydney",1,926b0253-8c9a-4734-bc1a-57156fad7006,"NSW",,-33.841972,151.106833,"10 Edwin St, Mortlake NSW 2137",926b0253-8c9a-4734-bc1a-57156fad7006,
7f3552f6-60bc-41b4-86af-bee922059433,"11 Dent St","Sydney",1,926b0253-8c9a-4734-bc1a-57156fad7006,"NSW","Huskisson",-33.956912,151.205423,"11 Dent Street, Huskisson, NSW",926b0253-8c9a-4734-bc1a-57156fad7006,
4dab3597-07ee-4590-a28a-981be228fda1,"113 - 115 Hall Street, Bondi Beach","Sydney",1,926b0253-8c9a-4734-bc1a-57156fad7006,"NSW",,-33.888555,151.269819,"113 - 115 Hall Street, Bondi Beach NSW 2026",926b0253-8c9a-4734-bc1a-57156fad7006,
a689ad46-5572-4bc1-9d91-ba5e8eb0b8a5,"126 Beach St, Coogee, NSW","Sydney",1,926b0253-8c9a-4734-bc1a-57156fad7006,"NSW",,-33.918391,151.258336,"126 Beach Street, Coogee NSW",926b0253-8c9a-4734-bc1a-57156fad7006,
cd695fce-654d-4a1f-b699-93d1f3c56d5e,"188 King Street Newtown","Sydney",1,926b0253-8c9a-4734-bc1a-57156fad7006,"NSW",,-33.894598,151.182671,,926b0253-8c9a-4734-bc1a-57156fad7006,
50225869-58fd-47b4-ad89-7e87d4705d04,"19 Oxford Street Paddington Sydney","Sydney",1,926b0253-8c9a-4734-bc1a-57156fad7006,"NSW",,-33.882734,151.220031,"19 Oxford Street, Paddington NSW 2021",926b0253-8c9a-4734-bc1a-57156fad7006,
77443c22-1da1-44d2-b515-9f7bf9247239,"196a Denison Rd","Sydney",1,926b0253-8c9a-4734-bc1a-57156fad7006,"NSW",,-33.901299,151.140399,"196a Denison Rd",926b0253-8c9a-4734-bc1a-57156fad7006,
b70ebce6-6b8f-4a43-9f63-9f980d3bba9e,"2 Warraba Rd","Sydney",1,926b0253-8c9a-4734-bc1a-57156fad7006,"NSW",,-33.70243,151.294121,"2 Warraba Road, North Narrabeen, North Narrabeen NSW 2101",926b0253-8c9a-4734-bc1a-57156fad7006,
4390d3a5-f3d4-4a2a-bfa8-e6a87ddc3c45,"2/8A Hughes St","Sydney",1,926b0253-8c9a-4734-bc1a-57156fad7006,"NSW",,-33.871393,151.224353,"2/8A Hughes Street, Potts Point NSW",926b0253-8c9a-4734-bc1a-57156fad7006,
d18005f5-b2c7-432d-9882-91fca8dda391,"20 Narabang Way","Sydney",1,926b0253-8c9a-4734-bc1a-57156fad7006,"NSW","Marrickville",-33.903504,151.164325,"9-11 Shepherd Street, Marrickville NSW 2204",926b0253-8c9a-4734-bc1a-57156fad7006,
b1c6c1d0-7a3e-403e-83d5-538ed0f98d2f,"245 Princes Highway, Kogarah","Sydney",1,926b0253-8c9a-4734-bc1a-57156fad7006,"NSW",,-33.966457,151.136693,"245 Princes Highway, Kogarah, Kogarah NSW",926b0253-8c9a-4734-bc1a-57156fad7006,
2d2bfe57-aa18-4780-a96d-60f15f49401d,"26 Fariola St","Sydney",1,926b0253-8c9a-4734-bc1a-57156fad7006,"NSW","Silverwater",-33.834449,151.051701,"26 Fariola St, Silverwater",926b0253-8c9a-4734-bc1a-57156fad7006,
a9da0a1c-5e90-45da-9f80-e5c35b3f2781,"267 Darlinghurst Road.  Darlinghurst","Sydney",1,926b0253-8c9a-4734-bc1a-57156fad7006,"NSW",,-33.877686,151.220319,"267 Darlinghurst Road, Darlinghurst NSW",926b0253-8c9a-4734-bc1a-57156fad7006,
e331d4a6-eef5-4dbf-82a3-2baf274fa550,"268 Darling Street Balmain NSW 2041","Sydney",1,926b0253-8c9a-4734-bc1a-57156fad7006,"NSW",,-33.857938,151.181737,"268 Darling Street, Balmain NSW 2041",926b0253-8c9a-4734-bc1a-57156fad7006,
e119616e-e34c-4c6c-885d-3781f6a09fed,"277 Johnston St","Sydney",1,926b0253-8c9a-4734-bc1a-57156fad7006,"NSW",,-33.874426,151.174191,"277 Johnston St",926b0253-8c9a-4734-bc1a-57156fad7006,
4e729daa-1878-413f-b0d2-4c9778905983,"300 Botany Road  Alexandria","Sydney",1,926b0253-8c9a-4734-bc1a-57156fad7006,"NSW",,-33.902774,151.201766,"300 Botany Road, Alexandria NSW 2015",926b0253-8c9a-4734-bc1a-57156fad7006,
7930d2f7-2257-4067-921e-2054986932ac,"324 Norton St","Sydney",1,926b0253-8c9a-4734-bc1a-57156fad7006,"NSW",,-33.876081,151.155863,"324 Norton Street",926b0253-8c9a-4734-bc1a-57156fad7006,
1d1b7d06-88a7-409d-84c4-dab44a5658d4,"34 The Avenue, Randwick","Sydney",1,926b0253-8c9a-4734-bc1a-57156fad7006,"NSW",,-33.912393,151.241289,"34 The Avenue, Randwick NSW",926b0253-8c9a-4734-bc1a-57156fad7006,
b4be3bb3-a7da-42b5-83d3-b0a909fd22e7,"34/277 Crown Street, Surry Hills Sydney","Sydney",1,926b0253-8c9a-4734-bc1a-57156fad7006,"NSW",,-33.881319,151.214774,"Shop 34/277 Crown Street, Surry Hills Sydney, 2010, Surry Hills NSW 2010",926b0253-8c9a-4734-bc1a-57156fad7006,
14998f58-9736-482d-bb0a-a8c8460977d1,"41 Mcclymonts Rd","Sydney",1,926b0253-8c9a-4734-bc1a-57156fad7006,"NSW",,-33.618437,150.928552,"41 McClymonts Road",926b0253-8c9a-4734-bc1a-57156fad7006,
8d1d1ff2-8aff-4719-8de6-6b483e8c8205,"431 Crown St","Sydney",1,926b0253-8c9a-4734-bc1a-57156fad7006,"NSW",,-33.886689,151.213434,"431 Crown Street",926b0253-8c9a-4734-bc1a-57156fad7006,
ede400bb-1bc4-4de1-97b4-d8550da05366,"44a Wattle St  Ultimo","Sydney",1,926b0253-8c9a-4734-bc1a-57156fad7006,"NSW",,-33.876632,151.194745,"44a Wattle St, Ultimo NSW",926b0253-8c9a-4734-bc1a-57156fad7006,
c55d8027-5132-4ca7-a510-439eaeecee1e,"45 Jubilee Ave","Sydney",1,926b0253-8c9a-4734-bc1a-57156fad7006,"NSW",,-33.971517,151.126693,"45 Jubilee Ave",926b0253-8c9a-4734-bc1a-57156fad7006,
83350371-0b07-425b-a290-434a6741c3df,"49/59 O'Riordan St, Alexandria","Sydney",1,926b0253-8c9a-4734-bc1a-57156fad7006,"NSW",,-33.90861,151.200053,"49/59 O'Riordan Street, Alexandria NSW",,
9cc2bf57-8ec4-4ee8-bd0f-606a65ce90d4,"511 Kent Street (Entrance on Bathurst St.), Sydney,","Sydney",1,926b0253-8c9a-4734-bc1a-57156fad7006,"NSW",,-33.874355,151.205089,"Lower Ground Floor, 511 Kent Street (Entrance on Bathurst St.), Sydney NSW 2000",926b0253-8c9a-4734-bc1a-57156fad7006,
911f1f9b-1f91-4926-8d9e-6d5180a8f5a8,"6 East Terrace","Sydney",1,926b0253-8c9a-4734-bc1a-57156fad7006,"NSW",,-33.919101,151.039316,"6 East Terrace",926b0253-8c9a-4734-bc1a-57156fad7006,
0e3c3e73-414d-481a-b5b0-564beba3b0d9,"61 Harris Street, Pyrmont","Sydney",1,926b0253-8c9a-4734-bc1a-57156fad7006,"NSW",,-33.86783,151.192621,"61 Harris Street, Pyrmont NSW",926b0253-8c9a-4734-bc1a-57156fad7006,
5cd8676f-ef39-4c42-90e8-b746a1b83e4a,"65 Sussex St","Sydney",1,926b0253-8c9a-4734-bc1a-57156fad7006,"NSW",,-33.867528,151.203229,"65 Sussex Street",,
99c82dda-3778-4752-8736-5e7cec6eeb4d,"7 Manning Street, Kingswood, NSW","Sydney",1,926b0253-8c9a-4734-bc1a-57156fad7006,"NSW",,-33.764093,150.725356,"7 Manning Street, Kingswood NSW",,
91590762-1732-4a39-af58-718bf50fbcdb,"760 Darling St","Sydney",1,926b0253-8c9a-4734-bc1a-57156fad7006,"NSW",,-33.86567,151.167569,"760 Darling St",926b0253-8c9a-4734-bc1a-57156fad7006,
d35f4581-1b33-415d-81bc-a5db44bf5b05,"842 Pacific Highway Gordon NSW 2072 Australia","Sydney",1,926b0253-8c9a-4734-bc1a-57156fad7006,"NSW",,-33.753083,151.150484,"842 Pacific Highway, Gordon NSW 2072",926b0253-8c9a-4734-bc1a-57156fad7006,
00827c26-6b5a-475e-8ba0-9758e97bd2f8,"97 Cronulla St","Sydney",1,926b0253-8c9a-4734-bc1a-57156fad7006,"NSW",,-34.054561,151.15166,"97 Cronulla Street, Cronulla NSW",926b0253-8c9a-4734-bc1a-57156fad7006,
dae64474-394a-4845-99fe-716ac1cf07c7,"99 Victoria Rd","Sydney",1,926b0253-8c9a-4734-bc1a-57156fad7006,"NSW",,-33.879855,151.25609,"99 Victoria Rd",926b0253-8c9a-4734-bc1a-57156fad7006,
529f9e91-bb8d-42c1-a9b6-1ce13ae9e233,"228 Keira St, Wollongong NSW","Wollongong",1,b83e7d59-d351-4b59-9d9b-88c9f76313dc,"NSW",,-34.425481,150.892771,,b83e7d59-d351-4b59-9d9b-88c9f76313dc,
7b67c4f2-8945-41fb-b794-13ed796da9fe,"31 Stonehaven Rd, Stanwell Tops NSW","Wollongong",1,b83e7d59-d351-4b59-9d9b-88c9f76313dc,"NSW",,-34.221546,150.978846,"31 Stonehaven Rd, Stanwell Tops NSW 2508, Stanwell Tops NSW 2508",b83e7d59-d351-4b59-9d9b-88c9f76313dc,
aef739ba-1047-4580-8af0-32535a680108,"4/4 George St, Warilla NSW 2528","Wollongong",1,b83e7d59-d351-4b59-9d9b-88c9f76313dc,"NSW",,-34.552808,150.860814,"4/4 George St, Warilla NSW 2528",b83e7d59-d351-4b59-9d9b-88c9f76313dc,
7341066d-c4ef-4e05-bf62-00daab6bac45,"94 Darkes Road,  Stream Hill NSW 2526","Wollongong",1,b83e7d59-d351-4b59-9d9b-88c9f76313dc,"NSW",,-34.478543,150.794572,"94 Darkes Road, Kembla Grange NSW 2526",b83e7d59-d351-4b59-9d9b-88c9f76313dc,
8970d258-f71e-455a-a37d-984cbd9369fa,"Shop 15B, 110-114 Crown St, Wollongong","Wollongong",1,b83e7d59-d351-4b59-9d9b-88c9f76313dc,"NSW",,-34.425089,150.896643,"Shop 15B, 110-114 Crown Street, Wollongong NSW",b83e7d59-d351-4b59-9d9b-88c9f76313dc,
